ProductID,Product Name,Product Description,Cost Price,Selling Price,Eat Out Price,Popup Notes,Tax Percentage,Eat Out Tax Percentage,Category Name,Brand Name,Measurement Scheme,Unit Of Sale,Volume Of Sale,Unit Of Purchase, Volume Of Purchase,Barcode,Supplier,OrderCode,RRP,Product Type,Article Code,Tare Weight,Button Colour,Multiple Choice Note Name,Till Order,SKU,Sell On Till,Sell On Web, Is Variable Price, Is Tax Exempt Eligible, Is Excluded From Loyalty Points Gain, Additional Suppliers,Delete Product, Product Tags
3585814,Bug Clear Ultra Flower 200ml,Bug Clear Ultra Flowering Plants 200ml,4.48300,6.90000,0.00000,,20.0000,20.0000,PESTICIDES,SCOTTS,,,,,,5010272079845,DO NOT RESTOCK,D70802,0.00000,Standard,,,,,,,y,n,n,n,n,,n,
3585817,Ant & Insect Killer RTU 1 litr,Doff Ant & Crawling Insect Killer RTU 1 litre,1.37900,2.50000,0.00000,,20.0000,20.0000,INSECTISCIDES,DOFF,,,,,,5013655001815,DO NOT RESTOCK,D56126,6.59000,Standard,,,,,,,y,n,n,n,n,,n,
3585818,Wasp Nest Destroyer 300ml,Doff Foaming Wasp Nest Destroyer 300ml,2.41400,3.70000,0.00000,,20.0000,20.0000,INSECTISCIDES,DOFF,,,,,,5013655001433,,,5.99000,Standard,,,,,,,y,n,n,n,n,,n,
3585819,Doff Hormone Rooting 75g,Doff Hormone Rooting Powder 75g,0.95000,1.50000,0.00000,,20.0000,20.0000,TREATMENTS,DOFF,,,,,,5013655012088,WRHS,DFHP09C,1.99000,Standard,,,,,,,y,n,n,n,n,,n,
3585820,Doff Tomato Feed 1 litre,Doff Tomato Feed 1 litre,1.48500,2.60000,0.00000,,20.0000,20.0000,TOMATO FEED,DOFF,,,,,,5013655007176,WRHS,D29281,3.56000,Standard,,,,,1,,y,n,n,n,n,,n,
3585821,Deep Root stump killer 400ml,Deep Root Ultra treestump killer 400ml,5.51000,8.50000,0.00000,,20.0000,20.0000,WEED KILLERS,GROWING SUCCESS,,,,,,5017406080197,Decco,,0.00000,Standard,,,,,,,y,n,n,n,n,,n,
3585822,Jeyes Fluid 1 litre,Jeyes Fluid 1 litre,7.55200,10.95000,0.00000,,20.0000,20.0000,EX CLEANERS,JEYES,,,,,,50185283,,D37176,0.00000,Standard,,,,,,,n,n,n,n,n,,n,
3585823,Jeyes Fluid 300ml,Jeyes Fluid 300ml,3.60000,5.40000,0.00000,,20.0000,20.0000,CLEANERS,JEYES,,,,,,50185276,Decco,D37175,11.99000,Standard,,,,,,,y,n,n,n,n,,n,
3585824,Murphy Sequestrene x5 sachet,Murphy Sequestrene Granules 5 sachet pack,3.44800,5.30000,0.00000,,20.0000,20.0000,TREATMENTS,CUPRINOL,,,,,,5010272029925,,,0.00000,Standard,,,,,,,y,n,n,n,n,,n,
3585825,Nippon Rat & Mouse Killer,Nippon Rat & Mouse Killer,4.06900,6.25000,0.00000,,20.0000,20.0000,RODENT CONTROL,NIPPON,,,,,,5012042040611,DO NOT RESTOCK,,0.00000,Standard,,,,,,,y,n,n,n,n,,n,
3585826,Pathclear Weedkiller tube x1,Pathclear Weedkiller single 18ml tube,0.67600,1.05000,0.00000,,20.0000,20.0000,WEED KILLERS,,,,,,,800000000121,,,0.00000,Standard,,,,,,,y,n,n,n,n,,n,
3585827,Pathclear Weedkiller pkt x1,Pathclear Weedkiller single 12g sachet,0.89700,1.40000,0.00000,,20.0000,20.0000,EX WEED KILLERS,,,,,,,800000000122,,,0.00000,Standard,,,,,,,n,n,n,n,n,,n,
3585828,Phostrogen Plant Food 800g,Phostrogen All Purpose Plant Food 800g,2.41400,3.70000,0.00000,,20.0000,20.0000,EX FEEDS & FERTILISERS,BAYER,,,,,,5000371053518,DO NOT RESTOCK,,0.00000,Standard,,,,,,,n,n,n,n,n,,n,
3585829,Roundup GC 140ml,Roundup GC 140ml,6.55200,10.10000,0.00000,,20.0000,20.0000,WEED KILLERS,ROUNDUP,,,,,,5017676015011,,,0.00000,Standard,,,,,,,n,n,n,n,n,,n,
3585830,Bug Clear Fruit & Veg 250ml,Bug Clear Fruit & Veg 250ml,4.82100,7.45000,0.00000,,20.0000,20.0000,PESTICIDES,SCOTTS,,,,,,5010272081008,,D70802,0.00000,Standard,,,,,,,y,n,n,n,n,,n,
3585831,Bug Clear ULTRA 200ml,Bug Clear ULTRA for flowers fruit & veg 200ml,5.17200,7.95000,0.00000,,20.0000,20.0000,PESTICIDES,SCOTTS,,,,,,5010272090116,,D55675,0.00000,Standard,,,,,,,y,n,n,n,n,,n,
3585832,Roseclear Ultra RTU 1 litre,Roseclear Ultra RTU 1 litre,3.10300,4.80000,0.00000,,20.0000,20.0000,FUNGICIDES,SCOTTS,,,,,,5010272088212,LBS Wordwide Ltd,D52860,0.00000,Standard,,,,,,,y,n,n,n,n,,n,
3585833,Roundup RTU 1 litre,Roundup RTU 1 litre,3.47500,5.35000,0.00000,,20.0000,20.0000,WEED KILLERS,ROUNDUP,,,,,,5017676000284,WRHS,SCRP02C,0.00000,Standard,,,,,,,y,n,n,n,n,,n,
3585834,Roundup Gel 150ml,Roundup Gel 150ml,6.55200,10.10000,0.00000,,20.0000,20.0000,WEED KILLERS,ROUNDUP,,,,,,5017676015219,DO NOT RESTOCK,D55683,0.00000,Standard,,,,,,,y,n,n,n,n,,n,
3585835,Summer Cloud GH Shade 500ml,Summer Cloud Greenhouse Shade 500ml,4.48300,6.90000,0.00000,,20.0000,20.0000,GREENHOUSE SUPPLIES,VITAX,,,,,,5012042010560,Decco,D49484,0.00000,Standard,,,,,,,y,n,n,n,n,,n,
3585836,Tub & Basket Feed 1 litre,Vitax Tub & Hanging Basket Feed 1 litre,2.07000,3.20000,0.00000,,20.0000,20.0000,EX FEEDS & FERTILISERS,VITAX,,,,,,5012351055085,Decco,D22510,4.16000,Standard,,,,,,,n,n,n,n,n,,n,
3585837,Verdone Weedkiller RTU 800ml,Verdone Extra Lawn Weedkiller RTU 800ml,3.62100,5.60000,0.00000,,20.0000,20.0000,WEED KILLERS,VERDONE,,,,,,5010272089509,DO NOT RESTOCK,,0.00000,Standard,,,,,,,n,n,n,n,n,,n,
3585838,Verdone Lawn Weedkill 500ml,Verdone Extra Lawn Weedkiller 500ml,5.17200,7.95000,0.00000,,20.0000,20.0000,WEED KILLERS,VERDONE,,,,,,5010272089530,DO NOT RESTOCK,,0.00000,Standard,,,,,,,n,n,n,n,n,,n,
3585839,Vitax Copper Mixture 175g,Vitax Copper Mixture 175g,1.79300,2.75000,2.60000,,20.0000,20.0000,GENERAL FEEDS,VITAX,,,,,,5012042251772,,D64771,0.00000,Standard,,,,,,,y,n,n,n,n,,n,
3585840,Vitax Copper Slug Tape 4m,Vitax Copper Slug Tape 4m,2.72400,4.20000,3.95000,,20.0000,20.0000,SLUG & SNAIL CONTROL,VITAX,,,,,,5012042010478,,D53404,0.00000,Standard,,,,,,,y,n,n,n,n,,n,
3585841,Vitax Fruit Tree Grease 200g,Vitax Fruit Tree Grease 200g,3.12000,4.80000,0.00000,,20.0000,20.0000,TRAPS,VITAX,,,,,,5012042612009,WRHS,D22577,7.61000,Standard,,,,,,,y,n,n,n,n,,n,
3585842,Vitax Green Sulphur 225g,Vitax Green Sulphur 225g,1.55200,2.40000,0.00000,,20.0000,20.0000,EX PESTICIDES & REPELLENTS,VITAX,,,,,,5012042242251,DO NOT RESTOCK,,0.00000,Standard,,,,,,,n,n,n,n,n,,n,
3585843,Greenhouse Fumigator 3.5g,Vitax Greenhouse Fumigator 3.5g,3.14083,4.90000,0.00000,,20.0000,20.0000,GREENHOUSE SUPPLIES,VITAX,,,,,,5012042010591,Decco,D67687,6.28000,Standard,,,,,,,y,n,n,n,n,,n,
3585844,Vitax Lawn Clear,Vitax Lawn Clear,2.75900,4.25000,0.00000,,20.0000,20.0000,WEED KILLERS,VITAX,,,,,,5012042125066,,D22454,0.00000,Standard,,,,,,,y,n,n,n,n,,n,
3585845,Vitax Liquid Tom Feed 2litre,Vitax Liquid Tomato Feed 2 litre,2.58600,4.00000,0.00000,,20.0000,20.0000,EX FEEDS & FERTILISERS,VITAX,,,,,,5012351055115,REVIEW,D62733,0.00000,Standard,,,,,,,n,n,n,n,n,,n,
3585846,Nippon Ant Powder 150g,Vitax Nippon Ant Killer Powder 150g,1.20700,1.85000,1.75000,,20.0000,20.0000,INSECTISCIDES,VITAX,,,,,,5012042141509,REVIEW,D22471,0.00000,Standard,,,,,,,n,n,n,n,n,,n,
3585847,Nippon Woodlice Killer 150g,Vitax Nippon Woodlice Killer 150g,1.03400,1.60000,0.00000,,20.0000,20.0000,INSECTISCIDES,VITAX,,,,,,5012042141608,REVIEW,D22474,0.00000,Standard,,,,,,,y,n,n,n,n,,n,
3585848,Vitax Pepper Dust 225g,Vitax Pepper Dust 225g,1.72400,2.65000,0.00000,,20.0000,20.0000,REPELLENTS,VITAX,,,,,,5012042700027,REVIEW,D22500,0.00000,Standard,,,,,,,y,n,n,n,n,,n,
3585849,Houseplant Pest Killer 300ml,Vitax Houseplant Pest Killer 300ml,1.51700,2.35000,0.00000,,20.0000,20.0000,PESTICIDES,VITAX,,,,,,5012042052034,,D65551,5.99000,Standard,,,,,,,y,n,n,n,n,,n,
3585850,Py Bug Killer RTU 750ml,Vitax Py Bug Killer RTU 750ml,4.44800,6.85000,0.00000,,20.0000,20.0000,PESTICIDES,VITAX,,,,,,5012042285012,,D22486,0.00000,Standard,,,,,,,y,n,n,n,n,,n,
3585851,Py Garden Insect Kilerl 250ml,Vitax Py Garden Insect Killer 250ml,4.62100,7.10000,6.70000,,20.0000,20.0000,INSECTISCIDES,VITAX,,,,,,5012042282509,Decco,D22485,0.00000,Standard,,,,,,,y,n,n,n,n,,n,
3585852,Vitax Py Insect Powder 175g,Vitax Py Insect Powder 175g,2.42083,3.75000,0.00000,,20.0000,20.0000,INSECTISCIDES,VITAX,,,,,,5012042041755,Decco,D22487,4.88000,Standard,,,,,,,y,n,n,n,n,,n,
3585853,SBK Brushwood Killer 1 litre,Vitax SBK Brushwood Killer 1 litre,8.62100,13.25000,0.00000,,20.0000,20.0000,WEED KILLERS,VITAX,,,,,,5012042020019,REVIEW,D22459,0.00000,Standard,,,,,,,n,n,n,n,n,,n,
3585854,Vitax Scent Off 225g,Vitax Scent Off Granules 225g,1.37900,2.15000,0.00000,,20.0000,20.0000,REPELLENTS,VITAX,,,,,,5012042190125,REVIEW,D40649,0.00000,Standard,,,,,,,y,n,n,n,n,,n,
3585855,Vitax Slug Gone 1 litre,Vitax Slug Gone 1 litre,1.37900,2.15000,3.00000,,20.0000,20.0000,SLUG & SNAIL CONTROL,VITAX,,,,,,5012042140472,DO NOT RESTOCK,D57443,3.25000,Standard,,,,,,,y,n,n,n,n,,n,
3585856,Slug Rid 500g,Vitax Slug Rid 500g,3.97833,6.15000,0.00000,,20.0000,20.0000,SLUG & SNAIL CONTROL,VITAX,,,,,,5012042140465,WRHS,D49249,7.96000,Standard,,,,,,,y,n,n,n,n,,n,
3585857,Vitax Stay Off RTU 750ml,Vitax Stay Off RTU 750ml,2.55200,3.95000,3.70000,,20.0000,20.0000,REPELLENTS,VITAX,,,,,,5012042402266,REVIEW,D22493,0.00000,Standard,,,,,,,y,n,n,n,n,,n,
3585858,Vitax Weedfree Conc 1 litre,Vitax Weedfree Concentrate 1 litre,8.89700,13.70000,12.90000,,20.0000,20.0000,WEED KILLERS,VITAX,,,,,,5012042020101,REVIEW,D62765,0.00000,Standard,,,,,,,y,n,n,n,n,,n,
3585859,Weedfree Path&Patio RTU,Vitax Weedfree Path & Patio Weedkiller RTU 750ml,2.75900,4.25000,4.00000,,20.0000,20.0000,WEED KILLERS,VITAX,,,,,,5012042020125,,D64785,6.77000,Standard,,,,,,,y,n,n,n,n,,n,
3585860,Weedfree Path & Patio 1 ltr,Vitax Weedfree Path & Patio Weedkiller 1 litre,8.89700,13.70000,12.90000,,20.0000,20.0000,WEED KILLERS,VITAX,,,,,,5012042020132,,D64783,0.00000,Standard,,,,,,,y,n,n,n,n,,n,
3585861,Vitax Weedfree RTU 750ml,Vitax Weedfree RTU 750ml,2.78000,4.30000,2.75000,,20.0000,20.0000,WEED KILLERS,VITAX,,,,,,5012042020064,REVIEW,D62766,0.00000,Standard,,,,,,,y,n,n,n,n,,n,
3585862,Vitax Weedfree Sachets x1,Vitax Weedfree Sachets 1 Sachet,0.89700,1.40000,0.00000,,20.0000,20.0000,WEED KILLERS,VITAX,,,,,,800000000193,REVIEW,D62767,0.00000,Standard,,,,,,,n,n,n,n,n,,n,
3585863,Vitax Weedfree 6 sachets,Vitax Weedfree 6 100ml sachets,4.13800,6.40000,0.00000,,20.0000,20.0000,WEED KILLERS,VITAX,,,,,,5012042020118,REVIEW,D62767,0.00000,Standard,,,,,,,y,n,n,n,n,,n,
3585864,Vitax Whitefly Traps x7,Vitax Whitefly Traps pack of 7,4.48300,6.90000,0.00000,,20.0000,20.0000,TRAPS,VITAX,,,,,,5012042010416,,D49475,10.75000,Standard,,,,,15,,y,n,n,n,n,,n,
3585865,Winter Tree Wash 500ml,Vitax Winter Tree Wash 500ml,5.51700,8.50000,0.00000,,20.0000,20.0000,PESTICIDES,VITAX,,,,,,5012042010508,,D49485,10.00000,Standard,,,,,,,y,n,n,n,n,,n,
3585866,Vitax Yellow Sulphur 225g,Vitax Yellow Sulphur 225g,2.03400,3.15000,2.95000,,20.0000,20.0000,GENERAL FEEDS,VITAX,,,,,,5012042232252,,D22490,0.00000,Standard,,,,,,,y,n,n,n,n,,n,
3585867,Oasis Brick wet,Oasis Brick wet,0.52000,0.80000,0.00000,,20.0000,20.0000,FLOWER ARRANGING,OASIS,,,,,,FA014#F014#800000000118,WRHS,,0.00000,Standard,,,,,,,y,n,n,n,n,,n,
3585868,Oasis Block Round dry,Oasis Block Round dry,0.11700,0.18000,0.00000,,20.0000,20.0000,FLOWER ARRANGING,OASIS,,,,,,FA013#F013#800000000119,DO NOT RESTOCK,,0.00000,Standard,,,,,,,y,n,n,n,n,,n,
3585869,Planter Natural Rectangular,Planter Natural Rectangular,1.34500,2.10000,1.95000,,20.0000,20.0000,PLANTERS,,,,,,,800000000138,REVIEW,,0.00000,Standard,,,,,,,y,n,n,n,n,,n,
3585870,Planter Natural Round,Planter Natural Round,1.37200,2.10000,1.99000,,20.0000,20.0000,PLANTERS,,,,,,,800000000142,REVIEW,,0.00000,Standard,,,,,,,y,n,n,n,n,,n,
3585871,Carry Tray 15 Cell,Carry Tray for 15 x 7cm pots,0.17200,0.27000,0.00000,,20.0000,20.0000,FLOWER POTS & BOWLS,,,,,,,800000000012,DO NOT RESTOCK,,0.00000,Standard,,,,,,,n,n,n,n,n,,n,
3585872,Flower Pot 1 litre hard black,Flower Pot 1 litre hard black,0.05104,0.10000,0.00000,,20.0000,20.0000,FLOWER POTS PLASTIC,HSP,,,,,,FP007#5307083861,WRHS,,0.00000,Standard,,,,,5,,y,n,n,n,n,,n,
3585873,Flower Pot 2 litre hard black,Flower Pot 2 litre hard black,0.11600,0.20000,0.17000,,20.0000,20.0000,FLOWER POTS PLASTIC,HSP,,,,,,FP009#800000000017,WRHS,,0.00000,Standard,,,,,7,,y,n,n,n,n,,n,
3585874,Black 3 Linked Pots,Black 3 Linked Pots,0.06900,0.11000,0.10000,,20.0000,20.0000,FLOWER POTS & BOWLS,,,,,,,800000000018,DO NOT RESTOCK,,0.00000,Standard,,,,,,,y,n,n,n,n,,n,
3585875,Flower Pot 3 litre hard black,Flower Pot 3 litre hard black,0.15100,0.25000,0.00000,,20.0000,20.0000,FLOWER POTS PLASTIC,HSP,,,,,,FP010#800000000021,,,0.00000,Standard,,,,,8,,y,n,n,n,n,,n,
3585876,Black 4 Aeroplas Pot Holder,Black 4 Aeroplas Pot Holder,0.13800,0.22000,0.45000,,20.0000,20.0000,FLOWER POTS & BOWLS,,,,,,,800000000022,DO NOT RESTOCK,,0.00000,Standard,,,,,,,n,n,n,n,n,,n,
3585877,Ring Culture Pot x6,Vitax Ring Culture Grow Pots pack of 6,3.75333,5.75000,0.00000,,20.0000,20.0000,FLOWER POTS FIBRE,VITAX,,,,,,5012351040135,Decco,D63517,7.51000,Standard,,,,,,,y,n,n,n,n,,n,
3585878,Flower Pot 7cm square soft black,Flower Pot 7cm square soft black,0.02000,0.05000,0.05000,,20.0000,20.0000,FLOWER POTS PLASTIC,HSP,,,,,,FP002#800000000025,WRHS,Vacapot 7cm sq single,0.00000,Standard,,,,,1,,y,n,n,n,n,,n,
3585880,Black 9 Aeroplas Pot Holder,Black 9 Aeroplas Pot Holder,0.17200,0.27000,0.45000,,20.0000,20.0000,FLOWER POTS & BOWLS,,,,,,,800000000027,DO NOT RESTOCK,,0.00000,Standard,,,,,,,n,n,n,n,n,,n,
3585881,Flower Pot 9cm square soft black,Flower Pot 9cm square soft black,0.03300,0.06000,0.06000,,20.0000,20.0000,FLOWER POTS PLASTIC,HSP,,,,,,FP005#00000000028,WRHS,Vacapot 9cm sq singles,0.00000,Standard,,,,,2,,y,n,n,n,n,,n,
3585882,Flower Pot 9cm hard red,Flower Pot 9cm hard red,0.04900,0.15000,0.15000,,20.0000,20.0000,FLOWER POTS PLASTIC,HSP,,,,,,FP008#5012079555522,,,0.00000,Standard,,,,,11,,y,n,n,n,n,,n,
3585883,Saucer 8cm red,Saucer 8cm red,0.03400,0.06000,0.15000,,20.0000,20.0000,FLOWER POTS PLASTIC,STRATA,,,,,,FP006#5012079574523,DO NOT RESTOCK,,0.00000,Standard,,,,,30,,y,n,n,n,n,,n,
3585884,Flower Pot 6 inch hard red,Flower Pot 6 inch hard red,0.51700,0.80000,0.75000,,20.0000,20.0000,FLOWER POTS PLASTIC,,,,,,,FP012#5012859001119,REVIEW,,0.00000,Standard,,,,,12,,y,n,n,n,n,,n,
3585885,Flower Pot 7 inch hard red,Flower Pot 7 inch hard red,0.65500,1.05000,0.95000,,20.0000,20.0000,FLOWER POTS PLASTIC,STRATA,,,,,,FP013#5012079564524,REVIEW,,0.00000,Standard,,,,,13,,y,n,n,n,n,,n,
3585886,Flower Pot 9cm soft red,Flower Pot 9cm soft red,0.02000,0.05000,0.05000,,20.0000,20.0000,FLOWER POTS PLASTIC,HSP,,,,,,FP003#800000000186,REVIEW,,0.00000,Standard,,,,,3,,y,n,n,n,n,,n,
3585887,Fibre Pot 6cm square x20,Vitapots Fibre Pot 6cm square pack of 20,1.37900,2.15000,0.00000,,20.0000,20.0000,FLOWER POTS FIBRE,VITAX,,,,,,5012351040012,REVIEW,,2.99000,Standard,,,,,,,y,n,n,n,n,,n,
3585888,Fibre Pot 6cm round x24,Vitapots Fibre Pot 6cm round pack of 24,1.65500,2.55000,2.40000,,20.0000,20.0000,FLOWER POTS FIBRE,VITAX,,,,,,5012351040029,REVIEW,,0.00000,Standard,,,,,,,y,n,n,n,n,,n,
3585889,Fibre Pot 7cm round x16,Vitapots Fibre Pot 7cm round pack of 16,1.69000,2.60000,0.00000,,20.0000,20.0000,FLOWER POTS FIBRE,VITAX,,,,,,5012351040067,,,4.99000,Standard,,,,,,,y,n,n,n,n,,n,
3585890,Grow Tubes x20,Vitax Grow Tubes pack of 20,2.27600,3.50000,3.30000,,20.0000,20.0000,FLOWER POTS FIBRE,VITAX,,,,,,5012351040128,REVIEW,D63515,0.00000,Standard,,,,,,,y,n,n,n,n,,n,
3585891,Fibre Pot 5cm square x36,Vitapot Fibre Pot 5cm square pack of 36,1.37900,2.15000,0.00000,,20.0000,20.0000,FLOWER POTS FIBRE,VITAX,,,,,,5012351040043,,D63676,5.64000,Standard,,,,,,,y,n,n,n,n,,n,
3585892,Calendula Art Shades Mixed,Calendula Art Shades Mixed,0.70000,1.22000,1.25000,,20.0000,20.0000,SEEDS FLOWER,KINGS SEEDS,,,,,,5027559552014,Kings Seeds,55201A,1.35000,Standard,,,,,,,y,n,n,n,n,,n,
3585893,Statice Art Shades Mixed,Statice Art Shades Mixed,0.90000,1.35000,1.35000,,20.0000,20.0000,SEEDS FLOWER,KINGS SEEDS,,,,,,5027559742057,Kings Seeds,74205A,1.50000,Standard,,,,,,,y,n,n,n,n,,n,
3585894,Sweet W Auricula-Eyed Mixed,Sweet William Auricula-Eyed Mixed,0.93000,1.40000,1.40000,,20.0000,20.0000,SEEDS FLOWER,KINGS SEEDS,,,,,,5027559749056,Kings Seeds,74905A,1.55000,Standard,,,,,,,y,n,n,n,n,,n,
3585895,Sunflower Helianthus Bambino,Sunflower Helianthus Bambino,1.02000,1.53000,0.00000,,20.0000,20.0000,SEEDS FLOWER,KINGS SEEDS,,,,,,5027559747168,Kings Seeds,74716A,1.70000,Standard,,,,,,,y,n,n,n,n,,n,
